global_prod_id,product_name
P0845,دلتازون 0.75مج 3شريط س ج/النيل
P0846,اموسار فورت 25/100مج 30ق س ج /امون
P0847,انتودين 40 مج30ق س ج/امون
P0848,اوكسيمت0.025 نقط أنف (اطفال) س ج /الفرعونية
P0849,جويبوكس 60مج 6 ق+كيمبوريك /راميدا
P0850,كوليتركس  دى3 400 وحده 20 مل نقط س ج/اى بى ام
P0851,ايزيكس جل 30جم س ج/هلث لاين
P0852,جيوبروست 30قرص س ج
P0853,ريلاكس كبسول3شريط س ج/الفاكيور
P0854,ريمو واكس5%نقط للأذن15مل س ج/هاى فارم
P0855,فيوسى كريم 2%  15جم س ج /الفرعونية
P0856,كيتوبريك 75مج 20ك س ج/برج
P0857,ليفانيك 500مج 7ق س ج/المهن
P0858,ببرونه سمارت بيبى(بيد)280م
P0859,دافا ليندى 5000.ود/30قرص س ج/المهن
P0860,كارنيفيتا ادفانسيد للسيدات30كيس س ج/ايفا
P0861,اميونو ماش فيتامين سى وزنك 30ق/ماش
P0862,زوركال 40مجم 28ق س ج/ايه يو جى
P0863,ايروسبكت كبسول شيكولاته س ج /سيف لايف
P0864,ديامونريكتا استحلاب 5فيلم
P0865,فيوسيكورت كريم15جم س ج/مينا فارم
P0866,ميوكو شراب100مل س ج/جلوبال
P0867,فايركتا بلس4ق/ايفا
P0868,شرايط سكر وان تاتش سيليكت
P0869,فريش معطر فم/اخضر
P0870,ايفا اى كيراتين سيرم
P0871,هيركود جيل اكياس(30مل)
P0872,اوكسى فرى20ق س ج/ديفارت لاب
P0873,تولانجو سلم 30ك س ج
P0874,توبرو اكياس س ج/سيف لايف
P0875,نوركى سول د3 نقط س ج/نورك
P0876,سيالونج 20مجم 4قرص/برج
P0877,ايفا كريم بشره بالجلسرين صغير20جم
P0878,كونتراكتيوبيكس جل  20جم س ج /ماركيرل
P0879,امريزول 250مج 20ق س ج/العامرية
P0880,بى بى سى سبراى 25مل س ج/امون
P0881,رويال كير واحد شريط/مالتى كير
P0882,خميره30ق/اونست
P0883,توباماكس 25مج 60ق س ج /سوفيكو
P0884,يوراليت يو فوار280جم س ج/سيد
P0885,جابيماش 800مج30ق/ماش
P0886,فاردابيكس10مج (فاردينافيل) 4ق س ج/ابيكس
P0887,اريكتالس20مج 4ق س ج/بنتا
P0888,كروميترون 30ك س ج/نيرهادو
P0889,اميلو 5مج 30ق س ج/الفاكيور
P0890,اناللرج اقراص 3شريط  س ج /القاهرة
P0891,بون كير 0.5مكجم30ك س ج/العربيةالجيلاتينية
P0892,روزوفاست 20مج 14ق س ج /كيميفارم
P0893,كوليتركس دى ثرى1000وحده20مل للبالغين/اى بى ام
P0894,نورينوز بخاخ س ج/العامريه
P0895,لاناكلور 250 شراب60مل/كيميفارم
P0896,كوادريدرم كريم30جم س ج/ممفيس
P0897,ايفاليكس 30 ك/انتر فارم
P0898,نان كمفورت 380جم س ج/نستله
P0899,ماكسيكال د شراب120مل /جراند فارما
P0900,اترافنجيكس 100مج 4ك/يوتوبيا
P0901,ترايتون 5امبول ثلاجة س ج/جلوبال نابي
P0902,استربسيلز عسل وليمون س ج/المتحدة
P0903,البافيت حديد شراب60مل س ج/ابيكس
P0904,لنزوفيوتال 30مج 14ق  /المستقبل
P0905,كولوسالازين اى سى500مج20ق/اكديما
P0906,سيلونا 1000مجم20كيس/فورتكس
P0907,سيريلاك قمح مع الحليب+حديد 125جم/نستله
P0908,فياجرا 50مج 4ق س ج/فايزر
P0909,ليمتلس بريناتال ماكس ق س ج/ايفا
P0910,ليمتلس دايجست ناو اوريجينال 30قرص/ايفا
P0911,نيركافيكس40مجم 30فيلم /نرهادو
P0912,هيرو 1نيوترا سينس لبن400جم/هيرو
P0913,بامبرز مقاس3 وسط58قطعة
P0914,بامبرز مناديل عادى64ق
P0915,فازلين ليفر 50مل
P0916,ماسك نوبليزر كبار
P0917,جبس بلاستيك 5بوصه
P0918,دريسينج شاش10*10  (24ق
P0919,سنسوداين75جم/ رابيد اكشن خ س
P0920,ون كريم40جم حساس
P0921,جوانتى فحص اكياس (تقيل)
P0922,لوكس شاور500م جاردينيا خ س
P0923,لوكس شاور500م رومانسية الكركديه
P0924,مولفيكس حفاضات 1 - 60ح/حديث الولاده
P0925,ايفا كولاجين للخطوط العميقه+40
P0926,ايفا كولاجين كريم للخطوط الرفيعه+30
P0927,ريد جهاز سائل +2ق غيار
P0928,ابيكسا 10مج 28ق س ج/روتندورف/مالتي
P0929,زانوجليد 30/4مج30ق س ج/ايفا
P0930,اوجمنتين 457شراب70مل س ج/المهن
P0931,توتافيت شراب 100مل س ج/ايجيفار
P0932,فوليك اسيد 500مكجم20ق ميباكو
P0933,بيورازين 10مجم10اكياس  س ج /برايت فارما##
P0934,ليبراكس30ق س ج/ابيكو
P0935,بيرلوك 40مج 14ق س ج/الاوروبية
P0936,امبروكسول7.5مج نقط بالفم15مل س ج/جلاكسو
P0937,زوفران (4مج/2مل) 10أمبول ثلاجة/ساندوز
P0938,بيلينو نقط 15مل س ج/اى بى ام
P0939,ريميرون 30مج 10ق س ج/مالتي فارما
P0940,فيسيرالجين 50مج20ق س ج/سيديكو
P0941,بيرلوك40مج 1فيال/الاوروبية
P0942,موزابرايد 5مج 30ق س ج/ويسترن
P0943,جليسرين لبوس كبار 10أقماع س ج/جلاكسو
P0944,دابر معجون بالنعناع120م
P0945,بانثينول هيبتا بينك كريم 50جم/هيبتا
P0946,اكتينون 2مج30ق3 شريط س ج/العربية##
P0947,ديفلوستيرو 0.05% قطرة 5مل/اوركيديا
P0948,سيلينجينا شامبو (120مل) /بارك فيل
P0949,سرنجات انسولين كورى 10سرنجات
P0950,ماء مذيب 300كيس /دواك
P0951,اكستريم(كالسيوم شيكولاتة)20ق /ديوليكس
P0952,غارنيه سيرم للوجه  فيتامين سى 30مل خ س
P0953,دالو لايف 10 كيس/سيف لايف
P0954,بريد سول فورت شراب 60مل س ج/برج
P0955,رومانتيجرا 20مج 4ق س ج/جلوبال نابي
P0956,رينجرز عادى س ج/المتحدون
P0957,هاند جيل افاق 70 مل
P0958,بريد سول شراب(عادى)125مل س ج/برج
P0959,اولفنت  شراب 125مل س ج /برج#
P0960,نوتوسيل شراب120 مل س ج/كيميفارم
P0961,سيف توب شراب/سيف لايف
P0962,ميتفورمين1000اكس ار30قرص س ج/ايفا
P0963,اكتى كولا سى10كيس س ج /ايفا
P0964,زيثروماكس900مج شراب22.5مل س ج/فايزر
P0965,ليمتلس اوميجا ثرى 2000مجم 30قرص س ج/ايفا
P0966,روتاسى 60مج 20ق س ج/القاهرة
P0967,صابونة كير باى كير س ج /ماكرو
P0968,اس 26 جولد لبن 400 جم(1)/وايث/فايزر
P0969,انسيلاكوكس60مجم30ق س ج/انسيل فارما
P0970,اوبتك سالين 5% قطرة 15مل س ج/ابك
P0971,بولى تار شامبو125مل /ويزر##
P0972,ايروسبكت 120مل شراب/سيف لايف
P0973,ايموكسكلاف 642.9مج شراب س ج/5مل/ابيكو
P0974,زيثروماكس1200مج شراب30مل س ج/فايزر
P0975,فيتاماونت سيدات 15ك س ج /امون
P0976,كيريلا لوسيون 30مل س ج /جلوبال نابي
P0977,كيتوفان اقراص 25مج 30ق س ج/العامرية
P0978,زوفيراكس 400مج 10ق س ج/جلاكسو
P0979,كوانزيم كيو10 (30مج) 20ك/ميباكو
P0980,كمامه بدعامه زولا 50ق
P0981,كمامه ايفونى كبار 50ق
P0982,سيفيكسيم(100مج/5مل)شراب 60مل س ج/فاركو
P0983,ابى داينيترا 5مجم20ق/ابيكو
P0984,بامبيديل شراب 120مل س ج/ويسترن
P0985,سيداتوس شرب100مل س ج/العامريه
P0986,سافلون مطهر بالقطعة
P0987,فازلين ليفر250ملى
P0988,ماسك نوبليزر اطفال
P0989,كحول ايثلى اسبراى  120مل/اورينتك60
P0990,برايفيت مطوى اقتصادى ليلي16ف*6#
P0991,فرش اسنان اورال بى كلاسيك ميديم ##بالقطعه
P0992,فرش اسنان اورال بى وان 2ثرى بغطاء#بالقطعه
P0993,مرهم اكتيول بالدسته
P0994,شفاط مخاط /بوب تون
P0995,سن قلم انسولين5مم 100ق/برتقالىPIC
P0996,جهاز وريد
P0997,بيندولين كريم شعر شيا150مل
P0998,بيندولين كريم شعر 150مل اطفال/بالمورينجا
P0999,كيروكس زاحف500م
P1000,نيفيا ستيك رجالى سيلفر50مل
P1001,نيفيا ستيك رجالى كول كيك 40مل
P1002,نيفيا ستيك رجالى فريش اكتيف 40مل
P1003,نيفيا ستيك رجالى دراى ايمباكت 40مل جديد
P1004,بروكورالان 5مج 28ق س ج/سيرفييه
P1005,اومنيفورا8امبولات س ج/راميدا##
P1006,فيندكسين شراب 125مل س ج/ايفا فارم
P1007,دانتريلاكس 25مج(عادي)30ك س ج/كيميفارم
P1008,ماكسيدينير 250مج/5 ش60مل س ج/كيميفارم
P1009,بيبتون شراب خالى (ازرق)120م/الاسراء
P1010,ببتك كير14ك س ج/فارما كير
P1011,اموسار 50مج 30ق/امون
P1012,ليمتلس رجال ماكس30ق س ج/ايفا
P1013,فورفنت شراب 125مل س ج (بديل اولفنت)/ميدزين
P1014,ميلانثينول جيل 40جم س ج/ميلانو
P1015,باروكسيديب سى ار 37.5مجم 30 ق س ج /ابيكس
P1016,شان كريم ملطف 120جم س ج/بارك فيل
P1017,ستارفيل بليه 60مل بدون عطر-ابيض س ج/بارك فيل
P1018,تلفاست 120مج20ق س ج/سانوفي
P1019,فلافيسيف 100مج/60مل شراب س ج/راميدا
P1020,زوفيراكس شراب400مج 100مل س ج/جلاكسو
P1021,ايموكسكلاف 457مج شراب70مل س ج/ابيكو
P1022,ايموكسكلاف 228.5مج شراب 75مل س ج/ابيكو
P1023,كيورام 312مج شراب 75مل س ج/ساندوز
P1024,دابسون 100م 20ق س ج/النيل
P1025,دابسون 50مج 20ق س ج/النيل
P1026,سنا لاكس 30ق س ج/النيل
P1027,سيريلاك عسل قمح ولبن+حديد 125/نستله
P1028,توبمود 50مج 30ق س ج/دلتا فارم##
P1029,ع/كلافوران 1جم 1فيال/سانوفي افنتس
P1030,ليمتلس ليبوفيركس40مجم30قرص س ج/ايفا
P1031,تمبورال شراب 60مل س ج/المهن
P1032,دوليبران 1000مج 20ق/سانوفي
P1033,سيتافين بلس30ق س ج/سيجما
P1034,بانادول اكسترا 4 شرررريط س ج/الاسكندرية**
P1035,جاست ريج شراب125مل س ج/امون
P1036,جاراميسين 1% كريم15جم س ق/ممفيس
P1037,نابيزول 40مج 1فيال/جلوبال نابي
P1038,سترونج فيل كريم رجالي س ج/بارك فيل
P1039,فلوموكس شراب(250م/5مل)س ج/ابيكو
P1040,امبروبرو 20مج استحلاب برتقال20ق
P1041,دوستينكس 0.5مج 2ق س ج/فايزر
P1042,تينياكيور 1%  كريم 20جم/القاهرة
P1043,سيريلاك قمح 125جم+حديد/نستله
P1044,مرهم راسب ابيض بالدسته
P1045,تريتوسبوت كريم15 جم س ج/ايفا
P1046,نيو كلاف 457 شراب 80مل س ج/الاندلس
P1047,باروفين 30ق س ج/يونيفارم
P1048,صابونة سالسيلك ويزر
P1049,ديكونجستيل أقماع12قمع/النيل
P1050,ايزيس قرفه بالزنجبيل20فلتر س ج/ايزيس
P1051,بلوكانزا اسبراى 75 مل(بديل فيزيومير) س ج/كواد
P1052,توسى اى بى ام شراب س ج /اى بى ام
P1053,كوفى زنك 200ملى شامبو س ج/يونايتيد ب
P1054,برايفيت الترا 8ف *18
P1055,برايفيت الترا ليلى7ف*18
P1056,قسطرة كوندوم لارج
P1057,قطن المحله250جرام
P1058,كمامه كبار مغلفة 50قطعه
P1059,كمامه ايفونى باكت10ق مغلف
P1060,سنسوداين20جم/ديب كلين
P1061,سنسوداين20جم/رابيد اكشن
P1062,ديوركس جيل بيرفكت50مل
P1063,كافينتول شراب
P1064,لوكاستن كريم 1%  20جم/الاسكندرية
P1065,هاى بيوتك 312 شراب 60مل س ج/امون
P1066,كولى يورينال فوار 60جم س /مصر
P1067,تيبونينا فورت 40مج 20ق س ج/ابيكو
P1068,بايجن صبغة بنى غامق57
P1069,ايزى كير مناديل جيب بالقطعة
P1070,بلادوجرا 50مجم 30ق س ج/ابيكس
P1071,توسيستوب اقراص س ج/الدلتا للتجارة
P1072,ع/سالبين 1500مج1فيال س ج/فاركو
P1073,بارامول شراب 125مل س ج/مصر
P1074,جاراميسين 1%مرهم 15جم س ج /ممفيس
P1075,فاردينوريكت 20مج 8ق س ج/المجموعة المصرية
P1076,توبولانزا 24 ك/الاوربية
P1077,فورتيفروم 14كيس  س ج
P1078,ايزيلين شراب120مل س ج /النيل
P1079,اتروفنت500م20فيال2مل/بويرنجر س ج/المصرية
P1080,تكنوسبيرون3مجم21قرص س ج/تكنوفارما
P1081,نان 2 لبن 400جم س ج/نستله
P1082,ثيروكسين100ميكروجرام100قرص/يو بى جى
P1083,ميبافاج اكس ار1000مج 30ق/ميباكو
P1084,نيزورال شامبو 2%  60مل/جانسن
P1085,هيرو نقط برو 7.5مل س.ج/هيرو
P1086,فاين مناديل500 فلافى
P1087,قسطرة كوندوم ميديم
P1088,فرش اسنان ايفا اطفال
P1089,انتريستو 50مج 28قرص س ج/نوفارتس
P1090,كارفالون 50مج 20ق س ج/ماركيرل
P1091,بين ريليفر30ك س ج/الدبيكى
P1092,كانيولا مقاس22/ازرق
P1093,لايف بوى صابون165جم عناية ناعمة/ازرق
P1094,دريسينج لاصق10*30-20ق/تراى ام
P1095,فرش اسنان اطفال ايفا ساعة/ايفا
P1096,فرش اسنان اطفال دكتور برو/سيارة
P1097,قسطرة سيلكون مقاس16
P1098,بلاستر ستيرى ستريب46
P1099,ديتول صابون 165جم الاصلى/اخضر
P1100,ديتول صابون 165جم عناية بالبشرة/بمبى
P1101,زينه مناديل500منديل
P1102,ديورافوس1امبول2ملى س ج/ايفا
P1103,لجنوكايين 5% جل20جم س ج /النيل
P1104,جامع بول
P1105,كارباميد 10% كريم30جم س ج/ممفيس
P1106,دياكالديرم مرهم20جم س ج/ماركيرل
P1107,سيكم برد( شتاء) 15فلتر س ج /اتوس
P1108,هيستازين اقراص10مج20ق س ج/العامرية#
P1109,جلوكوفاج اكس ار 1000مج 30ق س ج/ميرك
P1110,كولشيسين 500مكجم 100ق س ج/النصر
P1111,كويتابكس 300مج اكس ار 30ق س ج/ابيكس
P1112,نو لافير كريم  50جم س ج/ بارك فيل
P1113,تادانيرفي 5مج 30فيلم س ج/نيرهادو
P1114,سالبوفنت فورت 4مج20ق س ج/الاسكندرية
P1115,نافيلوكا 200مج 7ك س ج/ايجى فارما
P1116,ستارفيل كريم حب شباب وحمايه س ج/بارك فيل
P1117,فرافيرو 27 عادي20 ق /ديفارت لاب
P1118,تلفاست180مج20ق س ج/سانوفي
P1119,جليكودال 30ق س ج/الاسكندرية
P1120,كولاجرا غسول بشرة دهنية 200مل
P1121,امريزول ان  5أقماع مهبلية س ج /العامرية
P1122,بانثينول ريتشى يو 50جم/ريتشى
P1123,صابونة ميلانو فرى تفتيح س ج /ميلانو
P1124,كارتيزاد (10)قرص/سيف لايف
P1125,ستوب سبازم 20ق س ج/كيميفارم
P1126,جروزا 20ق(بديل الفينترن) س ج/هوفمان
P1127,ع/كليريست 120/5مج 14ك س ج/كيميفارم
P1128,ستوبادول500مجم 20قرص س ج/ايفا
P1129,ثرومبكس جل40جم(1120و) س ج/مينا فارم
P1130,بورجازون كريم تريو15جم س ج/برج
P1131,نيفيلوب 5/5مج املو30قرص/ماركيرل
P1132,دلتا كلاف 1جرام14قرص س ج/دلتا  فارم
P1133,ريلاكس كريم مساج50جم  س ج /نوفا
P1134,كابوتريل 25مج 20ق س ج/ابيكو
P1135,ستارفيل فيتامين سى سيرم 30مل س ج/بارك فيل
P1136,اورازون شراب 0.5مج 120مل س ج /العربية
P1137,مالوكس بلس شراب250مل س ج/سانوفي
P1138,خميره 500 مج30ق س ج/مارفيل (سانيتاس)
P1139,فاتيكا كريم125م وسط حبه سوداء/اسود خ س
P1140,حلمه ببرونه فلاى بيبىM
P1141,لونا كريم للتشققات وسط40جم/اميولانت
P1142,مولفيكس حفاضات 5-58ح
P1143,فيت كريم ازالة100جم بشره حساسه/ازرق
P1144,فيت كريم ازالة100جم بشره عاديه/بمبى
P1145,بليفاديكسولين قطرة س ج /ثلاجة/ بديل اوركاديكسولين
P1146,بيبتون شراب بالسكر(اخضر) س ج/الاسراء
P1147,درموفيت مرهم 0.05% 25جم/جلاكسو
P1148,جاستروموتيل 5مج شراب 200مل س ج/ابيكو
P1149,كال ماج دى 30ق س ج/هوكستر
P1150,سبازموفرى(5مج/2مل)3امبول س ج/ادويا
P1151,ستارفيل تفتيح  كلينزر 200مل س ج /بارك فيل
P1152,جراليبتين اكس ار 300مج30ق س ج/اتكو فارم
P1153,التراكايين جيل30جم س ج/ممفيس
P1154,ايزيس ينسون  12فلتر
P1155,بيزوكارد 2.5مج ق س ج/جلوبال نابي
P1156,سيرفيتام 20ك س ج/ايجيفار
P1157,سيدرال اكتيف كبسول س ج /الاسراء
P1158,غارنيه غسول اشراقة سريعة50مل
P1159,برايفيت مطوى ليلى8ف*12
P1160,كلوز اب اخضر100مل+25مل
P1161,سن قلم انسولين6مم100قPIC
P1162,دوف شامبو400م تساقط
P1163,دوف شامبو400م اصلاح مكثف
P1164,دوف شامبو350م عناية يومية
P1165,دوف شامبو400م زيت مغذى خ س
P1166,دوف شامبو400م روتين شعر قوى خ س
P1167,ريد غيار سائل300ساعة
P1168,موديوريتك30ق س ج/القاهرة
P1169,ايفرزين 1% لوسيون60مل/يونيفارم
P1170,سيريلاك تمروقمح مع اللبن+حديد 125م/نستله
P1171,داونوبرازول 40مج 14ك س ج/يوتوبيا
P1172,ليسترين( كولمنت)أزرق250مل س ج/سوفيكو
P1173,نيرفيزام 30 كبسول س ج/الحياة
P1174,دابوكستارد 60مج 3ق س ج/ايه يو جى
P1175,كتافاست فوار9أكياس س ج/نوفارتس
P1176,كروميوم 200مكجم20ك /ميباكو
P1177,هكسيتول125م مضمضة س ج/العربية
P1178,اوفتاديلات محلول 1%للعين20جرعة س ج/مونوفارما
P1179,لزق فئران كتاب
P1180,بيبى جوى مقاس4 58ح
P1181,خيط اسنان ايفا
P1182,سيبو فراى شامبو قشرة س ج/سيف لايف
P1183,جوانتى فحص(لاتكس)بدون بودرة L
P1184,جاناتون50مج30ق س ج/ابوت
P1185,ال كارنتين 350مج 20ك س ج/ميباكو
P1186,جبس بلاستيك 3بوصه/اخضر
P1187,شرايط سكر اكيو تشك اكتف50 شريط
P1188,فرش اسنان كولجيت ثرى ان
P1189,فرش اسنان كولجيت اوتيمال
P1190,فرش اسنان فوكس كيرف/هارد
P1191,فرش اسنان فوكس كيرف/سوفت
P1192,فرش اسنان فوكس تونج هارد
P1193,فرش اسنان فوكس ستايل/سوفت
P1194,فرش اسنان فوكس اورثو سوفت
P1195,فرش اسنان فوكس اورثو هارد
P1196,سانسو د3 بلس (د3 + ك2) 28قرص
P1197,نو يوريك 100مجم 50قرص س ج
P1198,بيبون بلس 20كبسول س ق لاغى
P1199,تريبليكسام 5/ 5/1.25 مجم_15قرص
P1200,ترنتال 400 اس ار 20قرص س ق لاغى
P1201,توتافيت شراب س ق لاغى
P1202,كونجستال 20قرص
P1203,بيبيلاك 2  لبن
P1204,بيبيلاك 1 واحد لبن
P1205,بيبزول 20مجم 14كبسول
P1206,نيل 15 لوسيون جلوبال س ق لاغى
P1207,ويل مان اوريجينال اقرص
P1208,بريستو طوفى 20 قطعة
P1209,بلوبرس بلس 16مجم 28قرص
P1210,اوراكيور جيل
P1211,بى كوم 6امبول
P1212,بى بى سى  سبراى_49
P1213,بيلتراسيد اقراص
P1214,ثيروكاربين 5مجم 50قرص كاربيمازول
P1215,جيوبوتاكيه600اس ار_اقراص
P1216,سيريبروفورت 800مجم 30قرص س ج
P1217,فيوسى زون كريم 15 جم
P1218,فيوسيدين مرهم 30جرام كبير
P1219,فيتالوكس شراب
P1220,بانادول جوينت 24قرص
P1221,نرهافلكس 40مجم 20فيلم بديل انتودين
P1222,اوندالينز 8مجم 5فيلم/غالى
P1223,اوندالينز 4مجم 5فيلم س ج/غالى
P1224,سيريلاك ارز سادة 250جرام وسط
P1225,هيرو بيبى نيوتراديفنس بلس 1 لبن
P1226,بيبيلاك ايه ار لبن
P1227,ديمرا 20قرص س ج
P1228,سيريبروماب 200مجم_225
P1229,فياجرا 50مجم 4قرص_112
P1230,ارجوبرينو امبول س ق لاغى
P1231,اوستيوكير 30قرص س ق
P1232,بيرفكتيل عادى 30قرص س ق
P1233,بيرفكتيل هير اكسترا 60كبسول_700
P1234,انتى فلو اقراص _ 38
P1235,جويبوكس 60مجم 6قرص
P1236,كونكور املو 5/5مجم 30قرص
P1237,بيوفيت ب12 امبول
P1238,ديلبى 60 مجم 6 قرص
P1239,سيتال اكسترا 20قرص
P1240,سيتال 500مجم 20قرص س ج
P1241,ميثايلتكنو ب12 - 30لزقة س ج
P1242,فيوسيكورت كريم كبير 30جرام_100
P1243,وان تو ثرى 20قرص
P1244,سيكلوبروجينوفا  21قرص س ج
P1245,فيوسيدين كريم صغير س ج
P1246,بيتادين مطهر صغير لاغى
P1247,كريلا لوسيون
P1248,سيفوتاكس 1جرام فيال ايبيكو
P1249,بالميكورت 0.5مجم 20فيال
P1250,جانوميت 50/1000مجم 56قرص س ج
P1251,ازروليد 600مجم شراب 15مللى_45
P1252,جن شامبو/ سيف لايف_125
P1253,داونوبرازول 20مجم 14كبسولة
P1254,جلامى لاب غسول فوم 150مل
P1255,سيتال ساينس 20قرص
P1256,سيستان الترا نقط
P1257,ميلجا  ادفانس_30قرص150
P1258,بروتولانز 60مجم 14كبسول
P1259,سيبراليكس 10مجم 2شريط _ 392
P1260,ماء مذيب اشربة
P1261,دوليبران1000مجم 15قرص
P1262,ديكساترول  قطره
P1263,ديودارت اقراص/غالى
P1264,فيفونوكسول 1000م 20ق باراسيتامول
P1265,جالفز ميت 50/1000مجم 30قرص س ج
P1266,فاجلوزينو 25مجم 30قرص س ج
P1267,كافسيد لبوس رضع_42
P1268,كال ماج دى 30كبسول س ج
P1269,كارنيفيتا فورت 30قرص س ج
P1270,لاكتو 1 لبن عادى
P1271,ماء غريب بامبينو
P1272,ستار فيل رول اون مخفض للشعر س ج
P1273,ارث فرى 30قرص س ج/غالى
P1274,ارتيكسيبان 5مجم 30قرص س ج
P1275,بريجنا كير اقراص للرضاعة _400
P1276,برادوزين 0.5مجم 20قرص استحلاب
P1277,اس -26 بروجرس400جرام _ رقم 3
P1278,اكساميد 5مجم 30قرص س ج
P1279,اكتوزاك 20مجم 10كبسول بروزاك
P1280,البافيت شراب كالسيوم س ج
P1281,فلوموكس 500مجم 16كبسول
P1282,كليكسان 60 م/ثلاجه/367
P1283,كلوبكس 75مجم 30قرص
P1284,انتودين 40مجم 30قرص_93
P1285,انفيستا سيرم 160 /سيف لايف
P1286,اوميجا 3بلس 30كبسول
P1287,دوسبتالين ريتارد 200مجم 30كبسول_138
P1288,كوبالامون 30قرص
P1289,موداسومويل 200مجم 30قرص
P1290,نوفونورم 2 اقراص
P1291,يوروسولفين فوار
P1292,يورينكس 36كبسول س ق لاغى
P1293,ايمباكوزا 10مجم 30قرص
P1294,بيبانثين كريم
P1295,بينوكس نقط س ج
P1296,بيبى كريم 30جم صغير
P1297,بيستينون 60مجم اقراص
P1298,بيرلوك 40مجم 14قرص س ج
P1299,تيكانيز بلس اسبراى
P1300,تيراتام 750مجم 20قرص س ج
P1301,ديكلاك 150مجم 20قرص
P1302,ديبوفيت 5امبول كبير
P1303,ريفاروسبير 10 مجم اقراص
P1304,ريجيماكس كبسول 3 شريط _ 240
P1305,زيرتك 20قرص س ج
P1306,زيثرون 500مجم 3قرص
P1307,زيستريل 5مجم 10قرص
P1308,كيورام 457مجم شراب
P1309,ليمتلس بى اي ايه بلس_اقرص
P1310,ليمتلس كيدز د3 + ك2 30فيلم
P1311,مينى جوافة  نقط
P1312,ميلجا  عادى 4شريط_108
P1313,مينوكسيلوك اسبراى_144
P1314,نيزابكس شامبو
P1315,نيفيلوب 2.5مجم 14قرص س ج
P1316,ماركال بلس كبسول
P1317,فروست ماكس  سبراى
P1318,فلاتيديل 30قرص مضغ س ج
P1319,سوبراكس 200مجم 8كبسول س ج
P1320,سينزو صابون
P1321,سيليبكس كبسول
P1322,سيتافين  شراب
P1323,سيلفستر1 كبسول _150
P1324,سيدرال اكتيف 20كبسول
P1325,نيوروتونكس 20كبسولة
P1326,فالجيستريل اقراص سيكلوبروجينوفا
P1327,فونداكلاف 1 جم 12 قرص
P1328,كونكور كور 2.5مجم 30قرص
P1329,ايموكسكلاف  1جم 10 اقراص
P1330,هيرو د3 نقط 15 مل
P1331,سالبوفنت شراب
P1332,اوميجال مان 30 كبسولة
P1333,فيروديونال كبسول_135
P1334,ايبينام 500 فيال مثيل تينام
P1335,لامكتال 50مجم 30قرص س ج
P1336,ديوراسيف 1جرام/ 6 قرص فوار
P1337,فيسرالجين 6امبول_90
P1338,جاست ريج شراب
P1339,اتروفينت 500مكجم 20امبول
P1340,بروفيرون اقراص
P1341,دروبيجين قطرة
P1342,استيل سيستايين 200 فوار
P1343,الكا مصر اكياس_40
P1344,بوم شاور جل /سيف لايف_100
P1345,كولد فري اقراص _50
P1346,ميمو سيتو شراب س ق
P1347,تانتم وردى
P1348,تادانيرفى 20مجم 4فيلم س ج
P1349,وان تو ثرى اكسترا 20قرص س ج
P1350,سليبيز 2مجم 20قرص
P1351,فلورست 20قرص س ج
P1352,دنتينوكس نقط
P1353,رويال كير 10كبسول
P1354,ليدوكايين سبراى
P1355,ميجابيرازول فيال
P1356,فاكتو مرهم س ج
P1357,اورلى 120مجم 30كبسول
P1358,دولودى بلاس_شراب_41ج
P1359,لوبريستيرا قطرة
P1360,هاى بيوتك 625مجم 16قرص
P1361,تلفاست 180مجم 20قرص س ج
P1362,فنستيل نقط س ج
P1363,اوجمنتين 228مجم شراب
P1364,ليمتلس اوسوفورتين5000وحده_115
P1365,نيوروفيت 6امبول
P1366,جابتين 300مجم 30كبسول س ج
P1367,جابتين 400مجم 30كبسول س ج
P1368,شاى رويال كبير50فتلة س ق لاغى
P1369,شاى رويال.صغير 25فتلة س ق لاغى
P1370,"كارفيد 6,25مجم 3 شريط_45"
P1371,انجى20/10/غالى
P1372,اوكسى فرى اقراص_250
P1373,توينزول قطره
P1374,زوركال 40مجم 28قرص س ج
P1375,سويتال 50كيس
P1376,سويتال اقراص 100قرص
P1377,كوفيرام 5/10مجم اقراص س ج
P1378,لوبرانست 2 مجم فيلم_90
P1379,تيبوفورتين فورت 80مجم 30قرص
P1380,فيسرالجن اقراص
P1381,ليمتلس جلو هير
P1382,ليمتلس بى كومبليكس فيتامين ب12 _135
P1383,ميوفين 30كبسول س ج
P1384,تامسولين 28كبسول س ج
P1385,توبرادكس نقط
P1386,رواتينكس 45كبسول س ج
P1387,ايكويثيرا 100 مجم اقراص التروكسين
P1388,ليمتلس اوميجا-3 30كبسول صغير
P1389,بانادول اكيوت 20قرص
P1390,باكلوفين 10مجم 20قرص
P1391,جاست ريج 200مجم 30قرص س ج
P1392,الفافيم 300جم 30كبسولة_160
P1393,اتور 40مجم 10قرص س ج
P1394,اوكيوسيليرج فورت قطرة
P1395,اوجمنتين 1جم 14قرص س ج
P1396,رواكول 45كبسول_93
P1397,يوريفين ان فوار
P1398,يور ايد -ان   فوار_38
P1399,ايراستابكس 20مجم 30قرص
P1400,تيربن 15 مجم كريم_16.5
P1401,ديكساتوبرين مرهم
P1402,ديكلاك 75مجم 30قرص
P1403,زيركوكس 120مجم 7قرص
P1404,سيناريزين 25مجم اقراص
P1405,سيبرا برو 10مجم 30قرص س ج
