global_prod_id,product_name
P2033,بينتازا  500 مجم 100قرص
P2034,سيناكالسيت 30 مجم
P2035,انشور فانيليا
P2036,ال كارنيتين- شراب
P2037,جاردينس 25 مجم
P2038,شاى رويال للرجيم -كبير
P2039,ليبراكس اقراص
P2040,ايمباكوزا تريو 10/5/1000 مجم اقراص
P2041,درموفيت مرهم
P2042,سيناريزين 25مجم -20قرص
P2043,ميليتوفيكس تريو 1000/5/25
P2044,زيستريل  5 مجم
P2045,سيدوبروكت كريم
P2046,شاى رويال ريجيم 25فتلة
P2047,الفاكيموتربسن حقن
P2048,بيرجاتون 30 قرص
P2049,نيوروتون 6 امبول
P2050,جاست ريج 200
P2051,كولشيسين 100قرص
P2052,كولوفرين دى -اقراص
P2053,كليكسان 40 - مل
P2054,زيثروماكس  500 مجم  كبسول
P2055,بريدوكايين كريم صغير
P2056,اوندالينز 8 مجم 5 فيلم
P2057,الكابريس بلس  5\160 مجم
P2058,ميوفين كبسول 3 شريط
P2059,ديبروساليك لوسيون
P2060,ميوكوستا اقراص
P2061,كوتارج  80/ 12.5 مجم
P2062,سيلينيوم ايه سى اى- اقراص
P2063,اوميجا 3 بلس  كبسول
P2064,اريثركس 200 مجم كبسوول
P2065,نيفيلوب  5 مجم
P2066,ميلجا اقراص العادى
P2067,اوكتاترون كبسول
P2068,جوينتا اقراص
P2069,توسكان شراب س قديم
P2070,اوتريفين بيبى سالين
P2071,ميجافين ان شراب
P2072,فلاتيديل 30قرص
P2073,ازى وانس 250مجم 6 كبسول
P2074,الفنترن اقراص
P2075,كتافلام 50 مجم اقراص
P2076,سيبروفار 500 مجم
P2077,فولتارين 100 مجم اس ار اقراص
P2078,سوبراكس60مل كبير شراب
P2079,دالاسين سى 300مجم كبسول
P2080,ميرالجو كبسول
P2081,روتاسى سى 60 اقراص س ج
P2082,فيتامين هـ 400 كبسول/فاركو
P2083,سيريلاك قمح ولبن 125جرام
P2084,ايريوس 5 مجم
P2085,فيلداجلوز 50/500 مجم
P2086,فيتايامى اقراص
P2087,برايم روز بلس كبسول قديم
P2088,ديامونريكتا 5 مجم 30 قرص
P2089,ميكوناز اورال جيل جديد
P2090,ثرومبكس جيل 40 جم
P2091,تريتاس 5 مجم
P2092,كابرون اقراص
P2093,اماريل 4 مجم
P2094,شارتوريج كو 5/40 مجم
P2095,جابتين 300 مجم
P2096,جالفز ميت 50/ 1000 مجم
P2097,فورسيجا 10  مجم
P2098,كلوسول بخاخه
P2099,تيربين 250 مجم
P2100,سبوتلس ايفا كريم صغير
P2101,سترونج فيل هير تونك سبراى للشعر 220 ملى
P2102,اسبوسيد اطفال
P2103,دايجينورم  شراب
P2104,تادانيرفى 20 مجم استحلاب
P2105,بروفين شراب
P2106,بديالايت محلول جفاف
P2107,فيوسيدين كريم 20 جم وسط
P2108,زيرتك اقراص
P2109,اميبريد  50 مجم
P2110,اوجمنتين 625 اقراص
P2111,باى الكوفان  اقراص
P2112,جيفيسكون اكياس
P2113,ميبافيوران 100مجم كبسول
P2114,هالوبريدول  5امبول
P2115,ماكروفيوران  100 مجم
P2116,بانثينول 2% كريم ماكرو
P2117,ديباكين كورنو اقراص
P2118,اولابكس 10 مجم
P2119,بريت غسول مهبلى
P2120,نيرهاسيلدا 50 مجم 16 قرص
P2121,كتافاست اكياس
P2122,ميلجا ادفانس اقراص
P2123,كيوتابكس 100 مجم
P2124,فونسيكا 20 مجم 14 قراص
P2125,بيزوكارد 5مجم العادى
P2126,اتاكاند 8 مجم 14قرص
P2127,اتاكاند 16 مجم
P2128,فلاجيل 500 مجم اقراص
P2129,كابوتن 25 مجم
P2130,كونكور  2.5 مجم
P2131,يوثيروكس 50 مجم 100قرص
P2132,فولتارين جيل وسط
P2133,اكساميد 20 مجم اقراص
P2134,زيروفازت 10/10 مجم
P2135,بروكورالان  5 مجم
P2136,بروكورالان 7.5 مجم اقراص
P2137,مافيلور  5 مجم
P2138,كيتوستريل اقراص
P2139,سليبيز 1مجم 20قرص بديل نايت كالم
P2140,البافيت شراب بالحديد
P2141,موديوريتيك 30قرص
P2142,هياكرينول  نقط عين 10مل
P2143,بيلاستيجيك 20 مجم
P2144,تربتيزول 25 مجم اقراص
P2145,فيرميزول شراب
P2146,بوليمارت كوول جل 50جم
P2147,فيوسى كريم15جم
P2148,لازيلاكتون 50 مجم اقراص
P2149,ريفاروسبير 15 مجم اقراص
P2150,كيتولاك اقراص
P2151,فينادون شرب
P2152,سيردالود 2 مجم 3شريط
P2153,بوتاسيوم ام شراب
P2154,مالوكس شراب كبير
P2155,ميدودرين 2.5 مجم 20قرص
P2156,اندرال  10 مجم
P2157,سيرفى لايت كبسول
P2158,كيوتابكس  25 مجم
P2159,سينمت اقراص 2شريط
P2160,نورفاسك 10 مجم 15 قرص
P2161,نيوروفيت  اقراص
P2162,تارج 160 مجم 28قرص
P2163,ميمكسا 10مجم اقراص
P2164,تارج  80 مجم
P2165,هيباتوفورت 30ك 3شريط
P2166,درموكالم لوسيون
P2167,جويبوكس اقراص +عرض  ##
P2168,كيناكومب كريم صغير
P2169,اوجمنتين 156 شراب 80 مل
P2170,نورفاسك  5 مجم 3 شريط
P2171,سيدوفاج 850 مجم 60قرص
P2172,كوكاست 10مجم اقراص
P2173,بى اى ايه 300مجم كبسول
P2174,كونكور  5 مجم اقراص
P2175,بى اى ايه 400مجم
P2176,بريباويست اكياس
P2177,نيورونتين 300 مجم
P2178,فاستريل اقراص
P2179,فورتامايند  5 أمبول 4مل
P2180,فوناسبير10مجم اقراص
P2181,دياكالديرم مرهم
P2182,ايليكويس 5 مجم  ##
P2183,ستارفيل كريم تفتيح 60جم
P2184,ديفيتون دى نقط عادية
P2185,مورانسيوم مغنيسيوم 10 اقراص
P2186,اولفنت شراب باكو 25
P2187,كوليتركس400 وحده30ملى
P2188,كوليتركس 1000 نقط كبار سعر جديد
P2189,كالدين سى عادى 95ج
P2190,اوتريفين كبار
P2191,فنجى كير صابونة
P2192,جاناتون اقراص
P2193,ديفلوكان 150مجم  ك
P2194,سوماتروبين امبول
P2195,سيلفر بيرن كريم
P2196,ابى دينيترا  5 مجم
P2197,اتوريزا 20/10 مجم
P2198,سيربرولايسين 5 مل حقن
P2199,ريفارست بلس  دش مهبلى
P2200,كروميترون كبسول 3 شريط
P2201,كالدين سى كى اقراص
P2202,اكسفورج اتش سى تى  5 مجم
P2203,ايزيس ينسون 12 فلتر
P2204,وان تو ثرى اكسترا اقراص
P2205,شان بادي لوشن مرطب 300مل سعر قديم/200
P2206,اريك 100 مجم 3شريط
P2207,بريدنيزولون 5 مجم 20 قرص
P2208,فيوسيدرم كريم
P2209,اسبريكا رلو 81 اقراص
P2210,زوركال 40 مجم 28 قرص كبير
P2211,دياسميكت شراب
P2212,اورينت ان كريم 50 جم
P2213,كلافيموكس 228.5  شراب
P2214,ريتشى بانثينول جيل كريم 50 جم
P2215,سيليبورج 200مجم 10كبسول
P2216,بريستافلام 100مجم اقراص
P2217,جاست ريج 100 - 30 قرص
P2218,كولوفرين ايه 30 قرص
P2219,كونكور  5 بلس اقراص
P2220,ايراستابكس 40 مجم
P2221,ليزيبرج 40 مجم
P2222,لاكريتيرز قطرة
P2223,اسينشيال 300مجم 30 قرص
P2224,سيفيتريم 30ق بديل سينترام
P2225,كوليروز بلس 10/10 مجم
P2226,يورينكس كبسول
P2227,كولوفرين اس ار 30 كبسوله
P2228,ايزابريل كو اقراص
P2229,تافاسين 750 م
P2230,الكابريس 10 مجم
P2231,استيروماب 10 مجم 20 قرص
P2232,اوكسى تروبيل 1200مجم 60قرص
P2233,دانتريلاكس مركب كبسول
P2234,فاستاريل ام ار 30قرص
P2235,زانسيستوب 120 مجم
P2236,هيرو بيبى 1 نيوترا ديفنس
P2237,اتور 10 مجم
P2238,سبازموفرى 20قرص
P2239,كاست 5 مجم 14 قرص
P2240,دانتريلاكس 25مجم 30كبسول
P2241,بلومفيل حديد برطمان 30 كبسولة
P2242,هيرو بيبى 1نيوترا سينس
P2243,زالاتان قطرة
P2244,بيور فازلين 240م
P2245,دافركس 15قرص
P2246,ميلاكريست 1.5 مجم لزقه
P2247,بانادول ميجران اقراص
P2248,اكسيوم ميلاتونين 3 مجم 30قرص
P2249,الجيزال  كريم
P2250,تريفستال ريتارد - اقراص
P2251,ريبايون ان جل 50 جم
P2252,اتوموكس ابيكس 25مجم كبسول
P2253,سيرفيتولكا 500 مجم
P2254,لوسترال  20قرص
P2255,راميكسول 0.25مجم 30قرص
P2256,كاندلكان 8 مجم 14 قرص
P2257,هالونيز 5 مجم اقراص
P2258,كو انزيم كيو 10 - 20ك
P2259,نيفيلوب 5/12.5بلاس
P2260,ريلاكسون كبسول
P2261,ترايكتين اقراص
P2262,ديكسازون  اقراص 3 شريط
P2263,رانى فوار 6 كيس
P2264,زيسروسين شراب
P2265,كالدين زنك شراب س ج ##
P2266,زيثروكان  كبسول
P2267,فاكتو لبوس
P2268,ابيماج فوااار
P2269,فيروجلوبين  كبسول
P2270,فولتارين جيل صغير
P2271,موتيليوم اقراص
P2272,كونكور 10 مجم العادى
P2273,ليمتلس بى كومبلكس 30 فيلم
P2274,ابيكوبريد 20 مجم اقراص
P2275,فيلوسيف 500 مجم 16كبسول
P2276,اوبتك سالين 5% قطرة
P2277,بولى فريش قطرة
P2278,كونجى كلير فورت نقط
P2279,بلينك قطره مستورد
P2280,داونوبرازول 40 مجم اكياس
P2281,سيتال نقط
P2282,بريزولين  نقط
P2283,اليكا ام 30جم كريم
P2284,كونفنتين  اكس ار 300 مجم
P2285,اسبرين بروتكت اقراص
P2286,موكسيفلوكس قطرة
P2287,كريستور  5 مجم  28 قرص
P2288,ستربسلز برتقال فيتامين سى
P2289,بولى فريش اكسترا
P2290,يونيتركسات 50 مجم 5 فيال
P2291,توبرين نقط
P2292,فنجيكان كبسول
P2293,ميلانثينول40جرام جيل
P2294,سيداتوس شراب
P2295,وان الفا 0.25مكجم 30قرص س ق
P2296,موزابرايد 5 مجم3شريط
P2297,بيبرا اقراص 3** ملغى .5 ملغى
P2298,اوجمنتين اى اس 600 مجم شراب
P2299,بيبي تشيك اختبار حمل
P2300,نيفيا كريم سوفت 20مل خصم
P2301,شاش دريم ميد  لاصق 6*8
P2302,سيفوتاكس 1جم / شركه المهن
P2303,تانتم اخضر مضمضة
P2304,فورتيموكس بلس
P2305,هكستول مضمضة
P2306,فورتيموكس قطرة
P2307,بيتاديرم كريم 15مجم
P2308,فلوكسامو 1 جم  كبسول
P2309,جاستن بلو شامبو
P2310,جرالبينتين 600 مجم اقراص
P2311,ليمتلس اوسوفورتين 2000د3 اقراص
P2312,سيلدين 100 مجم اقراص
P2313,بانادول اكيوت كومتركس
P2314,انسيلاكوكس 90 مجم اقراص
P2315,هيبتا بانثينول زيت شعر
P2316,شان غسول جل للبشره 250مل
P2317,ستارفيل رول اون بينك/بمبي
P2318,انجيوسارتان20\12.5بلس
P2319,تافاسين 750 مجم
P2320,ديكاديل كرونو 500مجم 30قرص
P2321,فاستافلام 50مجم اقراص
P2322,بروست ايد كبسول
P2323,السيزول 60مجم
P2324,زانوجليد 4 / 30 مجم
P2325,جاراميسين 80 - 3امبول
P2326,زيمالجى جل 50 مجم
P2327,ميجافين 30 قرص
P2328,ماركال اقراص
P2329,نيفكسال قطرة للعين
P2330,سيستون اقراص قديم 98ج
P2331,سولو فريش قطره
P2332,مارك فاست كبسول
P2333,برونكوبرو شراب
P2334,بلنديل 5 مجم
P2335,دولوكسبرين 30مجم 28 قرص
P2336,كوفرسيل بلس 5/ 1.25 مجم
P2337,ريكوكسبرايت  90 مجم
P2338,جابيماش 300 م
P2339,كوبال اقراص
P2340,ماغنسيوم بلس اقراص
P2341,كيتولاك امبول
P2342,جليبتس 50 مجم
P2343,كالهيبارين 5000 وحده - 3 امبول
P2344,بلاكونيل 60 قرص
P2345,دياسيرين كبسول
P2346,جيستيكول 20مجم 14 قرص
P2347,كليرست 14كبسولة
P2348,فاستر جيل 80 جم كبير
P2349,بيديكال شراب
P2350,ميلاتونين كوباد 5 محم كبسول
P2351,هيرتونيك كبسول
P2352,هيرو 2 عادى
P2353,دايت سويت 100ق
P2354,ديكسافيت د10000 اقراص*****
P2355,ديبافالى بلس50 /1000 مجم
P2356,نازونكس سبراى
P2357,الكابرس تريو 160/5/12.5
P2358,الفافيم 600 مجم اقراص
P2359,يوريبان اقراص عادى
P2360,بين ريليفر كبسول
P2361,اوجمنتين 457 مجم شراب
P2362,فولتارين  6 امبول
P2363,كويك سليم كبسول
P2364,سبازمورست 20مجم اقراص
P2365,بلافكس 75 مجم اقراص
P2366,ساكسيندا قلم
P2367,دى جى كير معجون
P2368,ابينور 400 مجم  14قرص
P2369,ديبوبن - فيال
P2370,ار اكس جيل 100 جم ##
P2371,بيوفيتا قطع عرض60+30
P2372,جيفيسكون ادفانس شراب
P2373,ماش صن بلوك 45 -- 125مل
P2374,ستارفيل جل ايكونتور للعين 30جم س ج250
P2375,مانوفيبركين سبراى
P2376,فيافاج 100مجم جديد
P2377,ابيدون شراب قديم
P2378,مومينتا كريم 30 جم كبير
P2379,سيفوتاكس 1جم - 1حقنه/ابيكو
P2380,سيريلاك قمح         125 جرام
P2381,برين اوكس - 20كبسول
P2382,ويل وومان سيدات اورجينال  ##
P2383,كوللوماك محلول
P2384,كوراسور اقراص
P2385,انجكتمول محلول وريدى
P2386,ميراج 1جم امبول س.قديم  #
P2387,كاست 4 مجم اكياس
P2388,تورسامولكس 10 مجم اقراص
P2389,ترايكوجين جيل 50 جم
P2390,كوراسور نقط
P2391,دنتينوكس نقط للأطفال
P2392,نابى فيت 4 شريط
P2393,روماكسيماب 90
P2394,بيتولفكس امبول
P2395,تلفاست شراب اطفال
P2396,سويتال ستيفيا 50 كيس
P2397,فيوسى زون كريم كبيير  ##
P2398,زنكترون كبسول
P2399,سينترافيتا جنكو 30كبسول
P2400,تافونيزا 10 مجم اقراص
P2401,وينزوكسيب  90 مجم
P2402,تراى ليرج قطرة
P2403,نيستاتين نقط
P2404,رومارين امبول س ج
P2405,نيدو وان بلس وسط 288جم
P2406,تجريتول 400 مجم سى ار اقراص
P2407,بيتادين مضمضة
P2408,اورسوفالك كبسول
P2409,جاستروبيوتيك  200 مجم
P2410,سيتال شراب
P2411,سيريلاك تمر ولبن 125جرام
P2412,الفابرنزيما قطرة
P2413,فيموجيسال اقراص
P2414,سينترام سيلفر+50 كبار 100 قرص
P2415,ايزابريل 10 مجم
P2416,سى ريتارد  500 مجم
P2417,تريبتزول25م
P2418,ماربالين كريم
P2419,ايزاكارد100
P2420,ايراستابكس 20م
P2421,تورسيريتك 10م
P2422,سولفكس جل 100ج
P2423,لازيلاكتون 50م
P2424,ميكروسيرك16م
P2425,اوبتيبريد  قطره
P2426,سبيكتون 25
P2427,ايزابريل كو
P2428,بانتوبرازول 40م
P2429,باى الكوفان
P2430,نيوكلاف 457 مجم
P2431,ريسباتو 20مجم
P2432,اتاكاند 16م عادي
P2433,ايتم شامبو
P2434,كتافلام 50م
P2435,فيوسي كريم كبير30جم
P2436,بلافكس اقراص
P2437,سيرتيد500 جديد
P2438,نيوزوليد 600م
P2439,سالبيت 30جم مرهم
P2440,جاسفلاتيل اقراص
P2441,استيكان 20م
P2442,ايفيبرونت شراب
P2443,انسيلاكوكس90
P2444,برافوتين 14كيس
P2445,الفافيم 600مجم 290ج
P2446,كالسيترون ق
P2447,بانادول ادفانس 4ش
P2448,ميلجا ادفانس
P2449,بينوكس نقط جديد
P2450,تافانيك500م
P2451,كال ماج قديم
P2452,تانتم غرغره
P2453,فلورست ق
P2454,فيوسيكورت كريم20 وسط
P2455,انماكس حقن
P2456,سيفوبيد 1م
P2457,كوبال اف
P2458,انسولين نوفورابيد بينفل
P2459,الليربان اس ار
P2460,امبيرستون ق8م
P2461,بيزوكارد 10م
P2462,اربيبرازول 20مجم
P2463,اتور 20
P2464,اماريل 3جم
P2465,اندوبنتين600
P2466,ايراستابكس 40م
P2467,الكابرس 160/10بلس
P2468,اتور 40م
P2469,فولتارين جل 25صغير
P2470,يونيزسرين 500م  شرب
P2471,جلابتيفيا 1000/50
P2472,فيجاموكس نقط
P2473,جليبتس1000/50م
P2474,بانتولوك 40مجم
P2475,جليكودال 30ق
P2476,كاردورا1م
P2477,سيلوكينزوك50مجم
P2478,بروفين 400
P2479,ليبانتيل 300
P2480,كوديوفان160 15قرص ب165
P2481,البوثيل  لبوس
P2482,ريسبيردال 1م شرب
P2483,سيكودال 3م
P2484,اوستيوكير 30ق جدييييد
P2485,بانادول اكسترا صغير
P2486,ديبوبن حقن
P2487,ديورسيف 500شرب
P2488,برونكوفاكسوم كبار
P2489,دونهامير 5م
P2490,ايكوزاليب1جم20ك
P2491,اوكسيمت كبار
P2492,اتوريزا10/80
P2493,بيكتول برتقال
P2494,ليميتليس سيدات
P2495,ليفسيت 5م
P2496,اوبونوف بديل الفنترن
P2497,سوفيناسين 5م
P2498,فيتاترون كبسول
P2499,برافوتين 30 كيس
P2500,ليفانيك 750 اقراص 5قرص
P2501,فوليك اسيد500 ميباكو جديد
P2502,مونوماك ديبو جديد
P2503,ميوكوستا ق
P2504,سيبروفلوكساسين500 العامريه
P2505,اوميز 40 م
P2506,اوميجا 3 بلس
P2507,فيتاستريس
P2508,سيريبروبروف1 نقط
P2509,التراسولف 10ك
P2510,ريبلسس14م
P2511,ريلاكس 20كبسوووول
P2512,نازوفلوتين بخاخ
P2513,دورميفال 20ك
P2514,ميباكو سليم
P2515,اوبلكس شرب
P2516,اليرجيكازون بخاخ140
P2517,زنكترون 30ك
P2518,كارنفيتا فورت
P2519,ايموكسكلاف642.شراب
P2520,فيناكس اقراص
P2521,تيندوزايم اقراص
P2522,فلوكا نقط للعين
P2523,جابيماش 800م
P2524,ثيوتاسيد600مركب
P2525,كليوباترا كريم
P2526,ديكلاك 150
P2527,ماكسيكال  شراب
P2528,هاى فريش
P2529,اوروفيكس نعناع
P2530,ليمتليس اوميجا3
P2531,سي اتش الفا عادي350
P2532,نورمو-تيرز قطره
P2533,ديكسازون 3شريط
P2534,جلوكوفانس 500/5
P2535,فيلداجلوز50/1000
P2536,بوليمير بيبي .9%
P2537,فلوموكس250م شراب
P2538,سينوبريت اقراص
P2539,ترافاتان قطره
P2540,تراى تكت اطفال
P2541,نيكسكيور20م
P2542,فوار فروت
P2543,بانادول مايجرين
P2544,بريت غسول
P2545,تلفاست 180
P2546,برونتوجيست امبول 100م
P2547,جابتين400م
P2548,راميتاكس1جم
P2549,ديوسيد سى500م
P2550,انفيكتيكور500ق
P2551,لبن بيبلاك ال اف
P2552,اورلى ق120مجم
P2553,اميجراويست2.5م
P2554,لوفير800
P2555,اوندالينز4م
P2556,ايمباكوزا تريو 1000/5/25م
P2557,ستاركوبريكس5م
P2558,ديورسيف 500كبسول
P2559,هيموجيت 6امبول حقن
P2560,افيروثيازيد10/12.5/40
P2561,ليبترين 10/20
P2562,توينزول احادي الجرعه
P2563,كونفنتين 300اكس ار
P2564,ميوكوسول كبار شرب
P2565,فاستافلام50م
P2566,ديكلوفين كبار 5 لبوس
P2567,صوديوم بيكربونات500
P2568,ميوفين 30 ك
P2569,بيبون بلس
P2570,سيبروفار 750م
P2571,جولد كلنسر
P2572,كال ماج دي دي دي
P2573,بانادول كولد
P2574,فياجرا 100م
P2575,روماتيزين  كريم كبييييير
P2576,كال بريج د
P2577,كليكسان 20م
P2578,زيثرون500م3قرص
P2579,جلوكوفاج 500م
P2580,اوروفكس اتش
P2581,بيبرا 20م 206ج انتبه
P2582,اليكوس5م
P2583,تيبونينا فورت
P2584,كولد كنترول 20ق
P2585,اكتوزنك 25 م
P2586,استربسلز برتقال 170
P2587,يور-ايد فوار
P2588,انسولين هيمولوج 50مجم
P2589,سبازموريست20
P2590,نيتازود شرب
P2591,تريتاس 1.25م
P2592,جاسترازول
P2593,سيبروسين 500م
P2594,ميوكوبراف600
P2595,اتورستات 40م
P2596,ايزوميبرازول 40م
P2597,كوافازير قطره
P2598,برافاماكس ق
P2599,فلاجيل شراب
P2600,ايزوجاست 40م 14قرص انتبه
P2601,زيثروماكس500 ك
P2602,داباجليف10 م جديد
P2603,ديكساميثازون  العامريه
P2604,كوفيرام 5/5م 30قرص
P2605,اتروزيمب10/80
P2606,سينترافيتا جينكو
P2607,ليمتلس باور ماكس
P2608,بروكورولان5مجم جديد
P2609,زوراكسون 1جم
P2610,سيالس20م4ق
P2611,باوريكتا اقراص
P2612,باى بروفينيد 20ق
P2613,تجريتول سى.ار 200
P2614,مالتى ريلاكس 5م
P2615,ازروليد 3قرص
P2616,فيموجسال ق
P2617,كلافيموكس 1 جم
P2618,اكسارونت2.5
P2619,لبن بيبلاك 1
P2620,كونفنتين 400
P2621,بر
P2622,اوبلونج نوفالجين
P2623,بران ميباكو
P2624,بنتابرن بديل ميبو
P2625,ريسبيردال 4
P2626,كتافاست 50م
P2627,جوينتينال كبسول
P2628,زيروفازيت10/10
P2629,بيستول 10م
P2630,يوريبان ق عادي
P2631,فنتولين شراب
P2632,ديبوفوووووورت 5امبول
P2633,الفانوفا قطرة
P2634,بيكولاكس نقط
P2635,بنداكس ش
P2636,نوفيستوريك20مجم
P2637,فيتيفيكت شراب
P2638,سينوبريل 10م
P2639,استيل سيستايين600
P2640,فليكتور50ك
P2641,ديباكين 200م
P2642,دولفين 50مج 5لبوسه
P2643,لاكريتيرز محلول
P2644,دولفن 25لبوس
P2645,اوميز 20م
P2646,فلاجيل 500م
P2647,اوجرام228.5شرب
P2648,اريك 100م
P2649,اوستيوكير شرب
P2650,فيرسيرك 24م
P2651,ارثروفاست 150
P2652,اوتريفين اطفال
P2653,كونكور 2.5
P2654,اوجرام1جم 2شريط
P2655,اوجرام 642 شرب
P2656,كولد تريكسي للبرد
P2657,كيناكومب كريم
P2658,انتروجرمينا 2 بليون
P2659,يونيكتام 1500م
P2660,دوسباتالين ق
P2661,كلير اير 4مجم اكياس
P2662,يونيكتام 750حقن
P2663,لاميفين كريم
P2664,باراسيتامول النصر
P2665,زيثروكان 200شرب
P2666,كلاريكان 500مج اس ار14ق
P2667,سبازموفين 3امبول
P2668,بانثينول هيبتااااا بينك
P2669,كافسيد رضع
P2670,زيرتك 20ق
P2671,بريجناكير ك
P2672,فوناسبير20م
P2673,بروجيست ك3ش100م
P2674,هاى بيوتك 1جم
P2675,رواتنكس اقراص
P2676,لوبريفسيك نقط
P2677,كوجينتول 20ق
P2678,اوتروفين سالين
P2679,ايزيس ينسون صغير
P2680,روكسيكام 8م
P2681,امبوفير 5 امبول
P2682,كويتابكس 25م
P2683,موتيليم 40 ق
P2684,ماكسيلاز شراب
P2685,تافاسين 500م
P2686,امبيزيم جى
P2687,اسماتروبيم500م جديد
P2688,موفلوكس 400
P2689,ديكلاك75م
P2690,توسيفان-ان شراب
P2691,بيوفيت 2امبول
P2692,ديفيتون نقط اطفال50
P2693,فيرميزول 6ق
P2694,بلينديل 10م
P2695,فوميبريك 10/10 م
P2696,نازوكورت بخاخ
P2697,سيبراماكس 40
P2698,ليمتليس اوسوفورتين5000
P2699,فيتامونت سيدات
P2700,ديامونريكتا20م 4قررص
P2701,سيدوفاج 850م 60ق
P2702,نابيزول ك20م
P2703,كلينداسين300
P2704,ويل مان ازرق
P2705,ب ك ميرز
P2706,تكساكورت كريم
P2707,اكرتين 2.5 كريم
P2708,انافرانيل75
P2709,بيرفكتيل اقراص عادي
P2710,دولفين ك 75لبوس
P2711,جليميبرايد-بلس 4/30م
P2712,بانثينول النيل  وسط
P2713,بولى تار شامبو
P2714,بروتوفكس 20م
P2715,ميتروهيلر
P2716,ترايملازما كريم
P2717,سيرفيتام 20ك
P2718,فاستل 180م
P2719,دياستوب 60مل شراب
P2720,فلافيسيف30ش
P2721,جينوفيل اورجينال اقراص
P2722,ميجاموكس 1جم
P2723,كاست 10م 52ج
P2724,فيوسيست30قرص
P2725,برناسورس مرهم
P2726,سي زنك
P2727,الكابرايد 50م
P2728,هيستازين ق
P2729,زيسروسين 500م
P2730,اوميجال الترا
P2731,كيراكوز شامبو
P2732,ميتابسين ق
P2733,بيرجاتون 30ق
P2734,بايولجام100/60مجم
P2735,ايوبروست نقط
P2736,اليمبوسيس5م
P2737,اولابكس 10م
P2738,فورسيجا 5مجم جديد
P2739,دافلون1000
P2740,لارى برو 20ق
P2741,سيتال 500م
P2742,صوديوم بايكارب1000
P2743,ديكساتوبرين قطره
P2744,سالبوفنت 2م
P2745,كوديوفان 160م  ب110جنيه
P2746,فاست فريز سبراي
P2747,ايمباكوزا10/5بلس
P2748,بانثينول النيل كبير50جرام
P2749,ابيكسيدون 4م
P2750,اركوكسيا120مجم
P2751,كريستور20م28ق 600ج
P2752,داونوبرازول40 اكياس
P2753,اليمبوسيس2.5م
P2754,اسيكلوفير 800م
P2755,انسولين هيمولوج100 قلم فرط
P2756,بيبزول 40م14
P2757,ابيكسا
P2758,ابيزيثرو500
P2759,ديمرا 20ق
P2760,اسبرين بروتكت
P2761,اتاكاند 16بلس
P2762,ميثيلتكلو لزقه
P2763,جابتين300
P2764,انسولين لانتوس اقلام فرط
P2765,كونترولوك 40م
P2766,كونفنتين300
P2767,جنجر 30قرص +
P2768,سريلان 20جم كريم
P2769,كيبوركس 1 جم
P2770,ايراستابكس تريو5/20/12.5م
P2771,نورجيسك ق
P2772,ليسيد  لوسيون
P2773,ايريس 5م
P2774,شوجارلو 50/500
P2775,دانست 8م 3امبول
P2776,بانتولوك-20م
P2777,ايكوتو اقراص
P2778,كريللا لوشن
P2779,هيباماكس بلس
P2780,استيل سستايين200م انتبه
P2781,دلتافيت ق
P2782,جويبوكس صغير
P2783,زوركال 40 م14قررررص
P2784,ميلانوفري كريم
P2785,فافرين 100م
P2786,جلوكوفاج اكس ار
P2787,روماكسيماب90م
P2788,كونكور 5 عادي
P2789,سويتال300قرص
P2790,اوبتامنس ق 150ق
P2791,افيل 6 امبول
P2792,ميرونيم1جرام  امبوله
P2793,اكتى كولا ادفانس 330ج
P2794,زيكلاف1جم12/26
P2795,اليرجوليبر10م قديم
P2796,فنتوكف بالسكر
P2797,ميلوكين8م كريم
P2798,دايجست ايز
P2799,كونستيبرايد2جم
P2800,كالدين سي
P2801,انجكتمول محلول
P2802,زنك اوليف كريم
P2803,دي ديب 10الاف
P2804,اوكاربون ق قديم
P2805,تادانيرفي 20
P2806,سيمبيكورت 160م 60جرعه
P2807,تيموجين شراب
P2808,جينيرا
P2809,تريفستال ريتارد 50م
P2810,ارتيسوي30ق
P2811,ليمتليس سيدات جاااااميز
P2812,فيرتيتونكس اقراص
P2813,انتريستو 100
P2814,زيستريل 5م
P2815,وينزوكسيب120
P2816,ديابيتونورم 45م
P2817,ليفوديل 750مجم
P2818,ميجاموكس 625م
P2819,اميبريد50م
P2820,اميكاسين أسبري
P2821,اينيرا شوتس امبولات
P2822,جاسموفاك
P2823,اوبلكس لبووووس
P2824,لاكوفيمب100م
P2825,شارتوريج كو5/80
P2826,ثيوتاسيد600 اورجينال
P2827,سيانارو قطره 2.5م
P2828,ايزوتريتنوين 10
P2829,زوركال 40 م28كبيييير
P2830,فاريو كريم
P2831,كوتارج160/12.5م 14ق
P2832,دياميكرون60قدييييم
P2833,اتوموكس ايبكس 25مجم
P2834,فاكتو مرهم
P2835,استيل سستايين 300 فيتا سي اكياس
P2836,اميلو 5 مجم
P2837,بيزوكارد 5 بلس
P2838,فنتوكف خالى
P2839,اميبازول 1جم
P2840,فيرميزول شرب
P2841,باوريكتا استحلاب
P2842,فيروترون ق
P2843,هاى بيوتك 228ش
P2844,اسبوسيد 75
P2845,بروفين فوار
P2846,فاردي 20م
P2847,بوسكوبان 10م
P2848,كوليروز 10م
P2849,الفيولين بي
P2850,يوريكوردروب 80م
